employee_id,gender,years_of_experience,job_level,industry,company_size,negotiated_salary,employment_type,career_gap_months,num_promotions,primary_caregiver,relocated_for_job,works_overtime,education_level,city_tier,performance_rating,age,domain,monthly_salary_inr
EMP0504,Male,11.9,Senior,Technology,Large (500-2000),1,Full-Time,0,4,0,0,0,Post-Graduate,Tier 1,4,36,Sales,151465
EMP0505,Female,2.6,Junior,Technology,SME (50-500),0,Full-Time,3,0,0,0,0,Graduate,Tier 2,5,30,Engineering,37745
EMP0506,Male,12.8,Manager,Retail,MNC (2000+),1,Full-Time,0,4,0,0,1,PhD,Tier 1,4,37,Sales,147119
EMP0507,Female,13.9,Manager,FMCG,Large (500-2000),1,Full-Time,3,2,1,0,0,Post-Graduate,Tier 2,3,37,Customer Support,136714
EMP0508,Female,3.1,Junior,Consulting,Large (500-2000),0,Full-Time,12,1,0,0,1,MBA,Tier 1,4,29,Admin,25356
EMP0509,Male,3.6,Mid,Media,Large (500-2000),0,Full-Time,0,1,0,1,0,High School,Tier 3,3,27,HR,21897
EMP0510,Male,12.3,Senior,Manufacturing,Large (500-2000),0,Full-Time,0,4,0,0,0,MBA,Tier 1,3,33,Operations,84186
EMP0511,Male,10.7,Senior,Consulting,Large (500-2000),1,Full-Time,0,3,0,0,0,Graduate,Tier 1,2,34,Sales,117871
EMP0512,Male,12.3,Senior,FMCG,Startup (<50),0,Full-Time,0,4,0,1,1,MBA,Tier 2,4,33,Admin,47446
EMP0513,Female,3.5,Mid,Media,Large (500-2000),0,Full-Time,24,0,0,1,1,MBA,Tier 2,4,26,HR,28434
EMP0514,Male,5.4,Mid,Healthcare,MNC (2000+),0,Full-Time,0,1,0,1,0,Graduate,Tier 2,4,28,Operations,36415
EMP0515,Male,9.6,Senior,Finance & Banking,Startup (<50),0,Full-Time,0,2,0,0,1,MBA,Tier 2,4,30,Sales,96321
EMP0516,Male,12.7,Senior,Finance & Banking,SME (50-500),0,Contract,0,4,0,1,1,Graduate,Tier 1,4,36,Sales,101558
EMP0517,Male,6.1,Senior,Media,Large (500-2000),1,Full-Time,12,2,0,1,0,MBA,Tier 1,4,30,Engineering,80583
EMP0518,Female,7.1,Mid,Manufacturing,SME (50-500),0,Contract,6,2,0,0,1,MBA,Tier 3,3,30,HR,44668
EMP0519,Male,5.7,Mid,Healthcare,Large (500-2000),0,Full-Time,0,3,0,1,1,MBA,Tier 1,4,33,Customer Support,42997
EMP0520,Male,9.5,Senior,Manufacturing,MNC (2000+),1,Full-Time,0,3,0,1,1,MBA,Tier 2,3,31,Data & Analytics,90757
EMP0521,Male,6.9,Senior,Consulting,Large (500-2000),0,Full-Time,0,1,0,0,1,Graduate,Tier 1,4,28,Sales,92141
EMP0522,Female,4.9,Mid,Retail,Large (500-2000),0,Full-Time,0,1,0,0,0,Post-Graduate,Tier 1,5,29,HR,38821
EMP0523,Male,11.0,Senior,Healthcare,MNC (2000+),1,Full-Time,0,2,1,1,0,MBA,Tier 1,2,33,HR,54863
EMP0524,Female,6.1,Mid,NGO / Social Sector,Large (500-2000),1,Full-Time,3,1,0,0,0,Post-Graduate,Tier 3,3,27,Marketing,38107
EMP0525,Male,2.3,Mid,Technology,Startup (<50),1,Part-Time,0,0,0,0,0,PhD,Tier 1,3,27,Finance,72082
EMP0526,Male,12.3,Senior,Manufacturing,Startup (<50),1,Full-Time,6,4,0,1,0,Post-Graduate,Tier 1,5,35,Sales,76543
EMP0527,Female,18.6,Manager,Finance & Banking,MNC (2000+),0,Part-Time,0,4,1,0,0,MBA,Tier 1,4,40,Admin,163065
EMP0528,Male,4.5,Mid,Finance & Banking,Large (500-2000),0,Full-Time,0,1,0,0,0,MBA,Tier 1,4,29,Admin,43440
EMP0529,Male,8.7,Senior,NGO / Social Sector,Startup (<50),1,Full-Time,0,2,1,1,0,Graduate,Tier 2,3,32,Engineering,48189
EMP0530,Female,11.6,Senior,Education,Startup (<50),0,Part-Time,6,2,0,0,0,Post-Graduate,Tier 1,4,32,Customer Support,46212
EMP0531,Male,11.6,Senior,Healthcare,Startup (<50),1,Contract,0,3,0,0,0,MBA,Tier 1,3,33,Legal,69934
EMP0532,Female,12.8,Senior,Consulting,SME (50-500),0,Full-Time,24,2,1,0,1,Graduate,Tier 2,4,40,Engineering,97149
EMP0533,Female,11.7,Senior,Media,Large (500-2000),1,Part-Time,12,2,1,1,0,Graduate,Tier 2,3,35,Engineering,73983
EMP0534,Male,5.1,Mid,NGO / Social Sector,MNC (2000+),1,Full-Time,0,1,0,1,0,Graduate,Tier 3,3,29,Engineering,30791
EMP0535,Female,5.8,Mid,Healthcare,Large (500-2000),1,Full-Time,3,0,0,0,0,MBA,Tier 1,3,26,HR,58197
EMP0536,Female,0.5,Junior,Technology,MNC (2000+),0,Full-Time,3,0,0,1,0,PhD,Tier 1,4,22,Legal,56134
EMP0537,Female,8.0,Senior,Healthcare,Startup (<50),0,Full-Time,18,2,1,0,0,MBA,Tier 1,2,29,Operations,55311
EMP0538,Female,9.4,Senior,Education,SME (50-500),0,Part-Time,0,2,0,1,1,MBA,Tier 2,4,35,HR,41547
EMP0539,Female,9.2,Senior,FMCG,Large (500-2000),0,Full-Time,6,2,0,1,0,Graduate,Tier 2,5,30,Marketing,71708
EMP0540,Male,11.4,Senior,Manufacturing,Startup (<50),0,Full-Time,0,3,0,0,1,Post-Graduate,Tier 3,3,36,Operations,59077
EMP0541,Female,15.1,Manager,Healthcare,SME (50-500),0,Full-Time,18,4,0,0,1,MBA,Tier 2,5,38,Admin,99041
EMP0542,Female,6.4,Mid,Consulting,Large (500-2000),1,Full-Time,18,1,1,0,0,PhD,Tier 1,5,30,HR,60094
EMP0543,Female,6.5,Mid,Education,Large (500-2000),1,Full-Time,3,1,1,1,1,Graduate,Tier 1,4,35,Sales,51749
EMP0544,Male,14.6,Manager,Technology,SME (50-500),1,Full-Time,6,5,0,0,1,MBA,Tier 1,2,39,Engineering,175340
EMP0545,Female,11.3,Senior,Technology,Startup (<50),1,Full-Time,18,3,0,1,0,Graduate,Tier 3,2,35,Customer Support,88402
EMP0546,Male,8.6,Senior,Finance & Banking,SME (50-500),1,Full-Time,0,2,1,0,0,PhD,Tier 3,4,32,HR,71589
EMP0547,Female,12.0,Senior,Technology,Startup (<50),0,Contract,6,2,0,0,0,MBA,Tier 1,4,35,Sales,119645
EMP0548,Female,1.9,Junior,Manufacturing,Startup (<50),0,Full-Time,0,1,1,0,1,Post-Graduate,Tier 1,4,22,Admin,17150
EMP0549,Male,8.1,Senior,Finance & Banking,Large (500-2000),1,Full-Time,0,2,0,1,1,Post-Graduate,Tier 2,4,31,Sales,117176
EMP0550,Male,10.9,Senior,Technology,Large (500-2000),1,Full-Time,0,3,0,1,0,PhD,Tier 1,4,34,Engineering,187188
EMP0551,Female,11.0,Senior,FMCG,Large (500-2000),0,Part-Time,12,2,1,0,1,MBA,Tier 1,1,33,Marketing,73045
EMP0552,Male,12.7,Manager,Consulting,MNC (2000+),1,Full-Time,0,4,0,1,0,MBA,Tier 2,3,37,Engineering,162767
EMP0553,Female,8.0,Senior,NGO / Social Sector,MNC (2000+),1,Part-Time,18,2,1,0,0,Post-Graduate,Tier 2,1,32,Data & Analytics,58394
EMP0554,Female,10.9,Senior,Retail,SME (50-500),1,Contract,0,4,0,1,0,Post-Graduate,Tier 3,3,32,HR,47216
EMP0555,Male,2.3,Junior,FMCG,SME (50-500),0,Full-Time,18,0,0,0,0,MBA,Tier 1,2,28,HR,20000
EMP0556,Male,8.9,Senior,Retail,MNC (2000+),1,Full-Time,0,2,0,1,1,MBA,Tier 2,4,31,Data & Analytics,95199
EMP0557,Female,8.4,Senior,Media,SME (50-500),0,Full-Time,3,2,1,0,0,Post-Graduate,Tier 1,3,30,Marketing,83965
EMP0558,Male,7.2,Senior,Technology,Large (500-2000),0,Full-Time,0,3,0,1,0,MBA,Tier 1,4,28,Admin,96676
EMP0559,Male,12.7,Manager,FMCG,Large (500-2000),0,Full-Time,0,4,0,1,1,PhD,Tier 1,3,32,Finance,158351
EMP0560,Female,4.7,Mid,Retail,SME (50-500),0,Part-Time,3,1,1,0,1,High School,Tier 1,5,28,Customer Support,45867
EMP0561,Female,16.2,Manager,Healthcare,Startup (<50),0,Full-Time,3,4,1,0,0,MBA,Tier 1,2,41,Customer Support,100047
EMP0562,Male,12.9,Manager,Healthcare,Large (500-2000),1,Full-Time,0,3,0,1,0,Post-Graduate,Tier 1,3,36,Data & Analytics,137414
EMP0563,Female,6.6,Mid,Healthcare,SME (50-500),1,Full-Time,0,1,1,0,0,Post-Graduate,Tier 2,3,27,Sales,55512
EMP0564,Male,6.4,Mid,Technology,Large (500-2000),0,Full-Time,3,3,0,0,1,Post-Graduate,Tier 1,3,33,Data & Analytics,71020
EMP0565,Female,7.8,Mid,FMCG,Startup (<50),0,Full-Time,18,2,0,1,0,MBA,Tier 2,3,33,HR,35200
EMP0566,Male,9.6,Senior,Healthcare,Startup (<50),1,Full-Time,0,2,0,0,0,Graduate,Tier 2,4,32,Finance,82873
EMP0567,Male,3.2,Mid,Education,MNC (2000+),1,Contract,18,0,0,0,1,Post-Graduate,Tier 1,3,26,Engineering,39213
EMP0568,Male,13.2,Manager,NGO / Social Sector,Large (500-2000),0,Full-Time,0,4,0,1,0,Post-Graduate,Tier 1,3,36,Engineering,80816
EMP0569,Female,9.2,Senior,Technology,SME (50-500),0,Full-Time,0,1,1,0,0,MBA,Tier 1,5,35,HR,90970
EMP0570,Female,7.2,Mid,Media,MNC (2000+),1,Full-Time,0,1,0,1,0,Post-Graduate,Tier 3,3,28,Sales,63559
EMP0571,Male,12.7,Manager,FMCG,Large (500-2000),1,Full-Time,0,4,1,1,1,PhD,Tier 1,3,35,Sales,110379
EMP0572,Female,12.4,Senior,Technology,MNC (2000+),0,Full-Time,18,3,0,0,0,PhD,Tier 3,2,39,Admin,90970
EMP0573,Male,7.3,Senior,Healthcare,MNC (2000+),1,Full-Time,0,2,0,1,0,Post-Graduate,Tier 1,3,29,Customer Support,77087
EMP0574,Female,5.9,Mid,Retail,SME (50-500),0,Full-Time,6,1,1,1,0,Graduate,Tier 2,2,28,HR,35247
EMP0575,Male,3.6,Mid,Technology,Large (500-2000),1,Full-Time,18,1,0,1,1,Post-Graduate,Tier 1,5,27,Engineering,97598
EMP0576,Male,9.2,Senior,Consulting,Large (500-2000),1,Part-Time,0,3,0,1,1,Post-Graduate,Tier 1,5,29,Sales,116482
EMP0577,Female,8.3,Senior,FMCG,MNC (2000+),1,Full-Time,12,2,0,0,0,Post-Graduate,Tier 3,3,31,Operations,74407
EMP0578,Male,0.5,Junior,Education,MNC (2000+),1,Full-Time,0,1,0,1,0,Post-Graduate,Tier 1,3,23,Finance,21808
EMP0579,Male,12.3,Senior,Technology,MNC (2000+),1,Full-Time,0,3,0,0,1,MBA,Tier 1,4,34,HR,107515
EMP0580,Female,6.2,Mid,FMCG,Large (500-2000),0,Full-Time,0,1,1,0,0,MBA,Tier 2,3,27,Admin,30390
EMP0581,Female,13.6,Senior,NGO / Social Sector,Startup (<50),1,Full-Time,12,2,0,0,0,Post-Graduate,Tier 2,1,38,Marketing,43650
EMP0582,Female,9.0,Senior,FMCG,Startup (<50),0,Part-Time,3,3,0,0,0,Post-Graduate,Tier 1,2,33,Engineering,95780
EMP0583,Male,2.1,Junior,Media,Large (500-2000),1,Full-Time,0,0,0,0,1,MBA,Tier 1,4,26,Engineering,33967
EMP0584,Female,5.0,Mid,Education,Startup (<50),0,Part-Time,3,1,1,1,0,PhD,Tier 2,5,27,Legal,40294
EMP0585,Female,3.2,Mid,Education,Startup (<50),0,Full-Time,3,1,1,1,0,Post-Graduate,Tier 1,2,27,Marketing,34824
EMP0586,Male,5.1,Mid,Healthcare,Large (500-2000),0,Full-Time,3,1,0,1,0,Graduate,Tier 1,3,28,Legal,42471
EMP0587,Male,12.4,Senior,Technology,SME (50-500),1,Full-Time,18,4,0,0,0,Graduate,Tier 2,4,37,Operations,99880
EMP0588,Male,16.0,Manager,Finance & Banking,Large (500-2000),1,Full-Time,0,4,0,0,0,Graduate,Tier 1,3,38,Admin,116740
EMP0589,Male,6.5,Mid,FMCG,Startup (<50),1,Full-Time,12,3,0,1,1,PhD,Tier 2,3,30,Engineering,35082
EMP0590,Female,12.8,Senior,Consulting,Startup (<50),0,Part-Time,12,3,1,0,0,Post-Graduate,Tier 2,2,36,Marketing,89110
EMP0591,Male,8.7,Senior,Technology,MNC (2000+),0,Full-Time,12,4,0,0,1,Post-Graduate,Tier 1,2,30,Legal,123190
EMP0592,Female,7.5,Senior,Finance & Banking,Large (500-2000),0,Contract,12,1,1,0,0,MBA,Tier 1,3,31,Data & Analytics,150869
EMP0593,Female,4.9,Mid,FMCG,Startup (<50),0,Full-Time,18,2,0,1,0,Post-Graduate,Tier 2,3,27,Marketing,46414
EMP0594,Male,7.3,Senior,Retail,Large (500-2000),1,Full-Time,0,3,0,1,0,Post-Graduate,Tier 3,2,32,Marketing,63522
EMP0595,Male,6.2,Mid,Finance & Banking,SME (50-500),1,Contract,0,1,0,1,0,Post-Graduate,Tier 2,3,30,Engineering,71241
EMP0596,Male,9.6,Senior,Consulting,Large (500-2000),0,Full-Time,0,3,0,0,1,PhD,Tier 1,5,35,Operations,73050
EMP0597,Male,11.8,Senior,Healthcare,MNC (2000+),1,Full-Time,0,3,0,0,1,Graduate,Tier 3,3,34,Admin,52180
EMP0598,Female,10.3,Senior,Healthcare,Large (500-2000),1,Full-Time,3,2,0,0,0,MBA,Tier 1,2,31,Marketing,91983
EMP0599,Male,17.3,Manager,Retail,SME (50-500),0,Full-Time,3,5,0,1,0,Graduate,Tier 2,3,42,Engineering,110225
EMP0600,Male,10.7,Senior,Consulting,SME (50-500),0,Full-Time,3,3,0,0,1,Graduate,Tier 3,4,33,Engineering,75635
EMP0601,Female,2.4,Junior,Finance & Banking,SME (50-500),0,Full-Time,3,1,1,1,0,High School,Tier 2,3,23,Data & Analytics,48335
EMP0602,Female,11.2,Senior,Healthcare,MNC (2000+),0,Contract,6,2,0,0,0,Post-Graduate,Tier 2,4,33,Finance,110439
EMP0603,Female,3.6,Mid,Consulting,MNC (2000+),1,Contract,6,0,1,0,0,Graduate,Tier 2,4,30,HR,52574
EMP0604,Female,8.7,Senior,Technology,SME (50-500),0,Full-Time,0,2,1,1,1,Graduate,Tier 2,1,29,Sales,106304
EMP0605,Male,11.0,Senior,NGO / Social Sector,Large (500-2000),1,Contract,3,2,0,1,0,Post-Graduate,Tier 1,4,36,Sales,57045
EMP0606,Male,14.7,Manager,Manufacturing,Startup (<50),1,Full-Time,0,3,0,1,1,Graduate,Tier 1,2,36,HR,73905
EMP0607,Male,5.0,Mid,FMCG,Large (500-2000),1,Full-Time,0,1,0,0,0,Post-Graduate,Tier 1,3,24,Data & Analytics,46637
EMP0608,Male,0.5,Junior,Consulting,Large (500-2000),0,Full-Time,0,0,0,1,1,Graduate,Tier 2,2,24,Engineering,27082
EMP0609,Female,13.1,Manager,Education,Large (500-2000),0,Full-Time,0,2,0,1,0,Post-Graduate,Tier 1,3,36,Legal,131760
EMP0610,Male,20.8,Director,Consulting,SME (50-500),0,Full-Time,0,5,1,0,0,MBA,Tier 1,2,45,Admin,196040
EMP0611,Male,12.7,Manager,Retail,Large (500-2000),0,Full-Time,0,3,0,0,1,MBA,Tier 1,3,33,Marketing,84161
EMP0612,Male,6.0,Mid,Manufacturing,SME (50-500),1,Full-Time,6,2,0,0,1,Post-Graduate,Tier 1,2,29,Operations,45161
EMP0613,Female,9.0,Senior,Education,Large (500-2000),0,Full-Time,0,2,0,1,0,Post-Graduate,Tier 3,4,34,Sales,80824
EMP0614,Male,2.3,Mid,Technology,Large (500-2000),0,Full-Time,6,0,0,0,0,Graduate,Tier 3,5,24,Operations,51351
EMP0615,Female,4.7,Mid,NGO / Social Sector,SME (50-500),0,Full-Time,0,0,1,0,0,Graduate,Tier 1,4,24,Customer Support,36069
EMP0616,Female,3.9,Mid,Healthcare,SME (50-500),1,Full-Time,0,1,0,1,0,Post-Graduate,Tier 3,2,26,Marketing,47979
EMP0617,Female,8.2,Senior,Retail,Startup (<50),0,Full-Time,12,2,1,0,1,Post-Graduate,Tier 1,5,32,Customer Support,51860
EMP0618,Male,16.0,Manager,NGO / Social Sector,Large (500-2000),1,Full-Time,18,4,0,0,0,PhD,Tier 1,4,36,Engineering,96346
EMP0619,Female,14.9,Manager,Manufacturing,SME (50-500),0,Full-Time,6,4,1,1,0,MBA,Tier 3,5,37,Engineering,128587
EMP0620,Male,7.9,Senior,Finance & Banking,Startup (<50),1,Full-Time,3,2,0,1,1,Graduate,Tier 3,3,28,Data & Analytics,90098
EMP0621,Male,12.0,Senior,Technology,MNC (2000+),1,Full-Time,3,3,0,0,1,MBA,Tier 2,2,33,Engineering,146832
EMP0622,Female,7.9,Senior,NGO / Social Sector,Startup (<50),0,Full-Time,12,1,1,1,0,MBA,Tier 1,1,27,Customer Support,40542
EMP0623,Female,7.6,Mid,Technology,Startup (<50),0,Contract,0,2,0,0,1,High School,Tier 1,4,27,Engineering,75292
EMP0624,Male,14.5,Manager,Finance & Banking,Large (500-2000),0,Full-Time,6,5,0,0,0,Graduate,Tier 2,3,39,Sales,189640
EMP0625,Female,11.5,Senior,Technology,MNC (2000+),0,Full-Time,18,3,1,1,0,PhD,Tier 1,3,33,HR,119845
EMP0626,Male,12.5,Manager,Retail,Startup (<50),0,Full-Time,0,4,0,1,1,Graduate,Tier 3,2,33,Finance,79794
EMP0627,Male,13.5,Manager,NGO / Social Sector,MNC (2000+),1,Full-Time,0,4,0,0,1,PhD,Tier 2,4,34,HR,57392
EMP0628,Female,4.9,Mid,Education,SME (50-500),0,Full-Time,6,1,0,0,1,Graduate,Tier 2,3,28,Data & Analytics,37459
EMP0629,Male,4.6,Mid,Manufacturing,Large (500-2000),1,Full-Time,0,1,0,0,1,High School,Tier 3,4,29,Finance,61378
EMP0630,Male,6.0,Mid,Technology,SME (50-500),1,Full-Time,3,1,0,1,1,PhD,Tier 1,2,30,Engineering,76959
EMP0631,Female,6.4,Mid,Technology,Large (500-2000),0,Full-Time,6,0,0,1,1,MBA,Tier 1,4,30,Engineering,91555
EMP0632,Male,13.7,Manager,Manufacturing,SME (50-500),0,Full-Time,0,4,0,0,1,Graduate,Tier 1,1,33,Sales,113654
EMP0633,Male,26.0,Director,Manufacturing,MNC (2000+),0,Full-Time,0,6,0,1,1,Post-Graduate,Tier 2,3,47,Finance,272717
EMP0634,Female,10.6,Senior,Healthcare,Startup (<50),0,Full-Time,0,1,1,0,1,Post-Graduate,Tier 1,2,32,Admin,67934
EMP0635,Male,7.3,Senior,Finance & Banking,MNC (2000+),1,Contract,0,2,0,0,0,MBA,Tier 1,4,31,Finance,120738
EMP0636,Male,10.6,Senior,Consulting,SME (50-500),1,Full-Time,0,3,0,0,1,Post-Graduate,Tier 2,3,33,Finance,96610
EMP0637,Male,14.8,Manager,Technology,Large (500-2000),1,Full-Time,0,4,0,0,0,MBA,Tier 2,2,41,Operations,169159
EMP0638,Male,8.4,Senior,Technology,SME (50-500),1,Full-Time,0,3,1,0,0,MBA,Tier 2,2,35,Customer Support,93968
EMP0639,Female,10.6,Senior,Healthcare,Large (500-2000),1,Full-Time,12,2,1,0,1,MBA,Tier 3,4,30,Engineering,92413
EMP0640,Female,8.1,Senior,Retail,SME (50-500),0,Full-Time,3,2,1,0,1,MBA,Tier 2,3,31,Marketing,66274
EMP0641,Female,0.5,Junior,Education,MNC (2000+),0,Full-Time,12,0,1,0,0,Graduate,Tier 3,2,22,Customer Support,14000
EMP0642,Female,7.2,Mid,FMCG,SME (50-500),0,Full-Time,24,2,1,0,0,PhD,Tier 1,3,30,Operations,51095
EMP0643,Male,13.7,Manager,Finance & Banking,Startup (<50),1,Full-Time,0,5,1,1,0,Graduate,Tier 3,3,37,Engineering,136706
EMP0644,Male,6.2,Senior,FMCG,Large (500-2000),1,Full-Time,0,2,0,0,1,Post-Graduate,Tier 1,5,28,Finance,118127
EMP0645,Female,8.9,Senior,Finance & Banking,Startup (<50),1,Full-Time,3,1,1,0,1,Post-Graduate,Tier 2,4,30,Admin,83323
EMP0646,Male,16.1,Manager,Media,SME (50-500),1,Full-Time,0,5,0,0,0,MBA,Tier 1,4,38,Data & Analytics,128802
EMP0647,Female,3.9,Junior,NGO / Social Sector,SME (50-500),0,Full-Time,6,0,0,1,1,Post-Graduate,Tier 1,5,29,Customer Support,15440
EMP0648,Male,17.2,Manager,Consulting,SME (50-500),1,Full-Time,0,5,0,0,1,MBA,Tier 1,4,39,Engineering,232119
EMP0649,Male,14.7,Manager,Finance & Banking,MNC (2000+),1,Full-Time,0,4,0,1,0,Graduate,Tier 1,3,35,HR,119156
EMP0650,Female,13.2,Senior,Education,Large (500-2000),0,Full-Time,6,3,0,0,1,Post-Graduate,Tier 2,4,35,Customer Support,66294
EMP0651,Female,9.2,Senior,Manufacturing,SME (50-500),1,Full-Time,0,2,0,0,1,MBA,Tier 3,1,34,Sales,77576
EMP0652,Male,14.8,Manager,Consulting,Large (500-2000),1,Full-Time,0,3,0,1,1,Graduate,Tier 1,3,37,Engineering,232385
EMP0653,Male,7.2,Senior,Consulting,MNC (2000+),1,Part-Time,0,2,0,1,1,MBA,Tier 2,4,30,Data & Analytics,114762
EMP0654,Female,6.8,Mid,Healthcare,MNC (2000+),1,Full-Time,6,1,1,0,0,Graduate,Tier 2,3,31,Marketing,47850
EMP0655,Male,11.0,Senior,Manufacturing,SME (50-500),0,Full-Time,0,3,0,1,1,MBA,Tier 3,2,34,Sales,63306
EMP0656,Female,3.7,Junior,Education,SME (50-500),1,Contract,0,0,0,0,0,Post-Graduate,Tier 1,2,29,Legal,29628
EMP0657,Female,6.7,Mid,Consulting,MNC (2000+),1,Part-Time,12,2,1,0,0,MBA,Tier 3,1,29,Finance,56445
EMP0658,Female,6.9,Mid,Retail,Large (500-2000),0,Full-Time,18,0,1,1,0,MBA,Tier 3,3,28,Data & Analytics,45501
EMP0659,Female,7.0,Mid,Healthcare,SME (50-500),0,Contract,3,1,1,0,1,Post-Graduate,Tier 3,4,31,Operations,47337
EMP0660,Male,8.8,Senior,Finance & Banking,SME (50-500),0,Full-Time,0,2,0,0,0,Graduate,Tier 1,1,34,Admin,75937
EMP0661,Male,13.0,Senior,Consulting,Large (500-2000),1,Full-Time,0,4,0,0,0,Graduate,Tier 1,3,35,Finance,139135
EMP0662,Female,9.6,Senior,Finance & Banking,Startup (<50),0,Full-Time,12,2,1,1,0,MBA,Tier 1,3,33,HR,62685
EMP0663,Female,12.9,Senior,Technology,Large (500-2000),0,Full-Time,12,3,0,1,0,MBA,Tier 1,4,32,Finance,152299
EMP0664,Male,10.9,Senior,NGO / Social Sector,Large (500-2000),1,Part-Time,0,3,0,1,1,MBA,Tier 2,4,38,Admin,43173
EMP0665,Female,8.2,Senior,Media,Large (500-2000),0,Part-Time,0,2,1,0,1,MBA,Tier 1,5,32,Marketing,92159
EMP0666,Male,5.4,Mid,Technology,SME (50-500),1,Full-Time,0,2,1,0,1,High School,Tier 1,2,32,Admin,53523
EMP0667,Male,3.7,Mid,Media,Large (500-2000),1,Full-Time,3,2,0,1,1,Graduate,Tier 2,2,24,Engineering,43935
EMP0668,Male,6.7,Mid,Technology,MNC (2000+),1,Full-Time,3,1,0,1,0,High School,Tier 2,3,30,Marketing,78164
EMP0669,Female,6.7,Mid,NGO / Social Sector,Startup (<50),0,Full-Time,6,1,0,0,0,PhD,Tier 2,4,26,Operations,24272
EMP0670,Male,8.2,Senior,FMCG,SME (50-500),0,Full-Time,0,3,1,0,1,MBA,Tier 1,3,28,Finance,80416
EMP0671,Male,3.5,Mid,Finance & Banking,Large (500-2000),1,Full-Time,3,1,0,0,0,Post-Graduate,Tier 3,2,30,Operations,54720
EMP0672,Female,2.8,Junior,Technology,Startup (<50),0,Full-Time,3,0,0,1,0,MBA,Tier 1,4,22,Finance,39639
EMP0673,Male,13.7,Manager,Consulting,SME (50-500),0,Full-Time,0,5,1,0,0,Graduate,Tier 2,4,36,Data & Analytics,180537
EMP0674,Male,11.3,Senior,Media,Large (500-2000),1,Full-Time,0,4,0,0,0,Graduate,Tier 3,4,32,Data & Analytics,67784
EMP0675,Male,14.4,Manager,Healthcare,Large (500-2000),1,Full-Time,0,5,0,1,1,Post-Graduate,Tier 3,2,37,Engineering,125725
EMP0676,Male,5.2,Mid,Healthcare,SME (50-500),1,Full-Time,0,2,0,0,1,PhD,Tier 1,3,27,Engineering,58046
EMP0677,Male,11.3,Senior,Healthcare,MNC (2000+),1,Full-Time,0,4,0,0,1,Graduate,Tier 1,4,35,Engineering,101497
EMP0678,Female,15.9,Manager,Retail,Startup (<50),0,Full-Time,3,3,1,0,0,MBA,Tier 1,3,42,Customer Support,72590
EMP0679,Female,3.4,Mid,Technology,Large (500-2000),0,Contract,12,1,1,1,0,Post-Graduate,Tier 1,4,25,HR,55930
EMP0680,Female,9.9,Senior,Healthcare,MNC (2000+),0,Contract,24,2,1,0,1,MBA,Tier 3,2,32,HR,49243
EMP0681,Female,1.1,Junior,Technology,Large (500-2000),0,Full-Time,24,1,0,0,0,MBA,Tier 2,5,24,HR,36332
EMP0682,Male,13.5,Manager,Healthcare,Startup (<50),0,Full-Time,0,5,0,0,1,Post-Graduate,Tier 1,3,38,Finance,93523
EMP0683,Female,2.0,Junior,Retail,SME (50-500),0,Contract,0,1,1,1,0,MBA,Tier 2,2,24,Engineering,28285
EMP0684,Male,8.4,Senior,Manufacturing,Large (500-2000),1,Full-Time,0,2,0,1,0,Post-Graduate,Tier 1,4,31,Marketing,105597
EMP0685,Male,10.3,Senior,Technology,MNC (2000+),1,Full-Time,0,2,0,1,0,Graduate,Tier 3,3,32,Customer Support,98770
EMP0686,Male,11.4,Senior,Technology,Startup (<50),1,Full-Time,0,3,0,0,0,Post-Graduate,Tier 1,3,37,Finance,136098
EMP0687,Male,8.4,Senior,Technology,Large (500-2000),1,Full-Time,0,3,0,1,0,Graduate,Tier 2,3,29,Operations,101202
EMP0688,Male,13.9,Manager,Consulting,Large (500-2000),1,Full-Time,0,5,0,0,1,MBA,Tier 1,5,34,Customer Support,150492
EMP0689,Female,2.8,Junior,Consulting,Large (500-2000),1,Full-Time,0,0,1,1,0,Post-Graduate,Tier 2,4,25,Legal,48247
EMP0690,Female,10.4,Senior,FMCG,SME (50-500),0,Full-Time,0,2,1,0,1,Post-Graduate,Tier 2,2,32,Customer Support,67135
EMP0691,Male,12.3,Senior,Technology,SME (50-500),1,Full-Time,0,3,0,0,0,Post-Graduate,Tier 1,4,36,Legal,95100
EMP0692,Female,12.0,Senior,Retail,SME (50-500),0,Part-Time,0,2,1,0,1,MBA,Tier 1,3,34,Admin,57235
EMP0693,Male,9.7,Senior,Manufacturing,MNC (2000+),0,Full-Time,3,4,0,1,1,PhD,Tier 1,4,34,Marketing,80755
EMP0694,Male,8.6,Senior,Media,Large (500-2000),1,Full-Time,0,2,0,0,0,Graduate,Tier 3,4,32,Finance,65187
EMP0695,Male,11.3,Senior,FMCG,MNC (2000+),1,Full-Time,0,3,0,0,1,PhD,Tier 2,4,37,Customer Support,60194
EMP0696,Male,4.4,Mid,Consulting,Startup (<50),1,Part-Time,0,1,0,1,1,MBA,Tier 3,2,27,Data & Analytics,50951
EMP0697,Female,1.5,Junior,Retail,MNC (2000+),1,Full-Time,0,0,1,0,0,Graduate,Tier 1,2,24,Marketing,34771
EMP0698,Male,4.7,Mid,Consulting,MNC (2000+),0,Full-Time,6,1,0,0,0,MBA,Tier 3,5,27,Finance,62258
EMP0699,Male,4.3,Mid,Technology,SME (50-500),1,Full-Time,3,2,1,0,0,MBA,Tier 2,4,26,Engineering,77559
